DIA,GRUPO ETÁRIO,CASOS_CONFIRMADOS,OBITOS
29 SET 2021,10-19,88.0,0.0
29 SET 2021,20-29,91.0,0.0
29 SET 2021,30-39,88.0,0.0
29 SET 2021,40-49,88.0,0.0
29 SET 2021,50-59,84.0,0.0
29 SET 2021,60-69,98.0,1.0
29 SET 2021,70-79,54.0,2.0
29 SET 2021,80+,29.0,3.0
30 SET 2021,0-9,135.0,0.0
30 SET 2021,10-19,85.0,0.0
30 SET 2021,20-29,76.0,0.0
30 SET 2021,30-39,109.0,0.0
30 SET 2021,40-49,105.0,0.0
30 SET 2021,50-59,94.0,0.0
30 SET 2021,60-69,63.0,1.0
30 SET 2021,70-79,39.0,1.0
30 SET 2021,80+,43.0,5.0
01 OUT 2021,0-9,90.0,0.0
01 OUT 2021,10-19,55.0,0.0
01 OUT 2021,20-29,92.0,0.0
01 OUT 2021,30-39,105.0,0.0
01 OUT 2021,40-49,100.0,1.0
01 OUT 2021,50-59,85.0,0.0
01 OUT 2021,60-69,71.0,2.0
01 OUT 2021,70-79,34.0,1.0
01 OUT 2021,80+,61.0,0.0
02 OUT 2021,0-9,93.0,0.0
02 OUT 2021,10-19,80.0,0.0
02 OUT 2021,20-29,111.0,0.0
02 OUT 2021,30-39,90.0,1.0
02 OUT 2021,40-49,70.0,0.0
02 OUT 2021,50-59,77.0,0.0
02 OUT 2021,60-69,55.0,0.0
02 OUT 2021,70-79,40.0,0.0
02 OUT 2021,80+,72.0,6.0
03 OUT 2021,0-9,84.0,0.0
03 OUT 2021,10-19,43.0,0.0
03 OUT 2021,20-29,63.0,0.0
03 OUT 2021,30-39,65.0,0.0
03 OUT 2021,40-49,59.0,0.0
03 OUT 2021,50-59,56.0,0.0
03 OUT 2021,60-69,44.0,1.0
03 OUT 2021,70-79,26.0,3.0
03 OUT 2021,80+,10.0,3.0
04 OUT 2021,0-9,38.0,0.0
04 OUT 2021,10-19,13.0,0.0
04 OUT 2021,20-29,24.0,0.0
04 OUT 2021,30-39,30.0,0.0
04 OUT 2021,40-49,19.0,1.0
04 OUT 2021,50-59,22.0,0.0
04 OUT 2021,60-69,20.0,0.0
04 OUT 2021,70-79,13.0,2.0
04 OUT 2021,80+,13.0,4.0
05 OUT 2021,0-9,105.0,0.0
05 OUT 2021,10-19,73.0,0.0
05 OUT 2021,20-29,85.0,0.0
05 OUT 2021,30-39,101.0,0.0
05 OUT 2021,40-49,122.0,0.0
05 OUT 2021,50-59,69.0,1.0
05 OUT 2021,60-69,62.0,1.0
05 OUT 2021,70-79,53.0,1.0
05 OUT 2021,80+,59.0,1.0
06 OUT 2021,0-9,63.0,0.0
06 OUT 2021,10-19,41.0,0.0
06 OUT 2021,20-29,44.0,0.0
06 OUT 2021,30-39,75.0,0.0
06 OUT 2021,40-49,64.0,0.0
06 OUT 2021,50-59,61.0,0.0
06 OUT 2021,60-69,42.0,0.0
06 OUT 2021,70-79,44.0,0.0
06 OUT 2021,80+,66.0,4.0
07 OUT 2021,0-9,76.0,0.0
07 OUT 2021,10-19,48.0,0.0
07 OUT 2021,20-29,92.0,0.0
07 OUT 2021,30-39,88.0,0.0
07 OUT 2021,40-49,99.0,0.0
07 OUT 2021,50-59,76.0,0.0
07 OUT 2021,60-69,56.0,1.0
07 OUT 2021,70-79,52.0,0.0
07 OUT 2021,80+,142.0,10.0
08 OUT 2021,0-9,75.0,0.0
08 OUT 2021,10-19,75.0,0.0
08 OUT 2021,20-29,124.0,0.0
08 OUT 2021,30-39,129.0,0.0
08 OUT 2021,40-49,119.0,1.0
08 OUT 2021,50-59,109.0,0.0
08 OUT 2021,60-69,85.0,0.0
08 OUT 2021,70-79,56.0,1.0
08 OUT 2021,80+,69.0,6.0
09 OUT 2021,0-9,72.0,0.0
09 OUT 2021,10-19,76.0,0.0
09 OUT 2021,20-29,110.0,0.0
09 OUT 2021,30-39,122.0,0.0
09 OUT 2021,40-49,100.0,0.0
09 OUT 2021,50-59,76.0,0.0
09 OUT 2021,60-69,82.0,0.0
09 OUT 2021,70-79,44.0,2.0
09 OUT 2021,80+,21.0,5.0
10 OUT 2021,0-9,62.0,0.0
10 OUT 2021,10-19,58.0,0.0
10 OUT 2021,20-29,81.0,0.0
10 OUT 2021,30-39,77.0,0.0
10 OUT 2021,40-49,54.0,0.0
10 OUT 2021,50-59,56.0,0.0
10 OUT 2021,60-69,40.0,1.0
10 OUT 2021,70-79,33.0,3.0
10 OUT 2021,80+,37.0,3.0
11 OUT 2021,0-9,38.0,0.0
11 OUT 2021,10-19,26.0,0.0
11 OUT 2021,20-29,58.0,0.0
11 OUT 2021,30-39,52.0,0.0
11 OUT 2021,40-49,45.0,0.0
11 OUT 2021,50-59,42.0,0.0
11 OUT 2021,60-69,25.0,0.0
11 OUT 2021,70-79,20.0,1.0
11 OUT 2021,80+,20.0,6.0
12 OUT 2021,0-9,76.0,0.0
12 OUT 2021,10-19,55.0,0.0
12 OUT 2021,20-29,141.0,0.0
12 OUT 2021,30-39,95.0,0.0
12 OUT 2021,40-49,105.0,0.0
12 OUT 2021,50-59,76.0,0.0
12 OUT 2021,60-69,57.0,0.0
12 OUT 2021,70-79,53.0,1.0
12 OUT 2021,80+,61.0,7.0
13 OUT 2021,0-9,78.0,0.0
13 OUT 2021,10-19,99.0,0.0
13 OUT 2021,20-29,159.0,0.0
13 OUT 2021,30-39,101.0,0.0
13 OUT 2021,40-49,120.0,1.0
13 OUT 2021,50-59,101.0,0.0
13 OUT 2021,60-69,72.0,1.0
13 OUT 2021,70-79,45.0,3.0
13 OUT 2021,80+,52.0,4.0
14 OUT 2021,0-9,80.0,0.0
14 OUT 2021,10-19,101.0,0.0
14 OUT 2021,20-29,147.0,0.0
14 OUT 2021,30-39,90.0,0.0
14 OUT 2021,40-49,101.0,0.0
14 OUT 2021,50-59,93.0,0.0
14 OUT 2021,60-69,63.0,0.0
14 OUT 2021,70-79,38.0,2.0
14 OUT 2021,80+,68.0,4.0
15 OUT 2021,0-9,69.0,0.0
15 OUT 2021,10-19,95.0,0.0
15 OUT 2021,20-29,158.0,0.0
15 OUT 2021,30-39,107.0,0.0
15 OUT 2021,40-49,94.0,0.0
15 OUT 2021,50-59,84.0,0.0
15 OUT 2021,60-69,66.0,0.0
15 OUT 2021,70-79,46.0,1.0
15 OUT 2021,80+,48.0,6.0
16 OUT 2021,0-9,61.0,0.0
16 OUT 2021,10-19,94.0,0.0
16 OUT 2021,20-29,111.0,0.0
16 OUT 2021,30-39,77.0,0.0
16 OUT 2021,40-49,85.0,0.0
16 OUT 2021,50-59,62.0,0.0
16 OUT 2021,60-69,54.0,0.0
16 OUT 2021,70-79,33.0,2.0
16 OUT 2021,80+,32.0,8.0
17 OUT 2021,0-9,54.0,0.0
17 OUT 2021,10-19,55.0,0.0
17 OUT 2021,20-29,90.0,0.0
17 OUT 2021,30-39,65.0,0.0
17 OUT 2021,40-49,55.0,1.0
17 OUT 2021,50-59,51.0,0.0
17 OUT 2021,60-69,45.0,0.0
17 OUT 2021,70-79,28.0,3.0
17 OUT 2021,80+,18.0,5.0
18 OUT 2021,0-9,35.0,0.0
18 OUT 2021,10-19,21.0,0.0
18 OUT 2021,20-29,53.0,0.0
18 OUT 2021,30-39,49.0,0.0
18 OUT 2021,40-49,49.0,0.0
18 OUT 2021,50-59,26.0,0.0
18 OUT 2021,60-69,19.0,0.0
18 OUT 2021,70-79,16.0,0.0
18 OUT 2021,80+,25.0,3.0
19 OUT 2021,0-9,64.0,0.0
19 OUT 2021,10-19,62.0,0.0
19 OUT 2021,20-29,172.0,0.0
19 OUT 2021,30-39,130.0,0.0
19 OUT 2021,40-49,141.0,0.0
19 OUT 2021,50-59,100.0,0.0
19 OUT 2021,60-69,70.0,1.0
19 OUT 2021,70-79,58.0,1.0
19 OUT 2021,80+,37.0,4.0
20 OUT 2021,0-9,85.0,0.0
20 OUT 2021,10-19,75.0,0.0
20 OUT 2021,20-29,182.0,0.0
20 OUT 2021,30-39,126.0,0.0
20 OUT 2021,40-49,132.0,0.0
20 OUT 2021,50-59,113.0,0.0
20 OUT 2021,60-69,103.0,0.0
20 OUT 2021,70-79,56.0,0.0
20 OUT 2021,80+,53.0,3.0
21 OUT 2021,0-9,104.0,0.0
21 OUT 2021,10-19,78.0,0.0
21 OUT 2021,20-29,156.0,0.0
21 OUT 2021,30-39,129.0,0.0
21 OUT 2021,40-49,125.0,0.0
21 OUT 2021,50-59,91.0,0.0
21 OUT 2021,60-69,83.0,2.0
21 OUT 2021,70-79,44.0,1.0
21 OUT 2021,80+,53.0,5.0
22 OUT 2021,0-9,94.0,0.0
22 OUT 2021,10-19,92.0,0.0
22 OUT 2021,20-29,139.0,0.0
22 OUT 2021,30-39,142.0,0.0
22 OUT 2021,40-49,130.0,0.0
22 OUT 2021,50-59,120.0,0.0
22 OUT 2021,60-69,83.0,0.0
22 OUT 2021,70-79,61.0,4.0
22 OUT 2021,80+,71.0,4.0
23 OUT 2021,0-9,103.0,0.0
23 OUT 2021,10-19,81.0,0.0
23 OUT 2021,20-29,142.0,0.0
23 OUT 2021,30-39,138.0,0.0
23 OUT 2021,40-49,127.0,0.0
23 OUT 2021,50-59,82.0,0.0
23 OUT 2021,60-69,86.0,1.0
23 OUT 2021,70-79,59.0,1.0
23 OUT 2021,80+,66.0,2.0
24 OUT 2021,0-9,87.0,0.0
24 OUT 2021,10-19,44.0,0.0
24 OUT 2021,20-29,94.0,0.0
24 OUT 2021,30-39,90.0,0.0
24 OUT 2021,40-49,74.0,0.0
24 OUT 2021,50-59,80.0,0.0
24 OUT 2021,60-69,53.0,0.0
24 OUT 2021,70-79,51.0,2.0
24 OUT 2021,80+,29.0,2.0
25 OUT 2021,0-9,38.0,0.0
25 OUT 2021,10-19,22.0,0.0
25 OUT 2021,20-29,45.0,0.0
25 OUT 2021,30-39,39.0,0.0
25 OUT 2021,40-49,51.0,0.0
25 OUT 2021,50-59,40.0,0.0
25 OUT 2021,60-69,27.0,0.0
25 OUT 2021,70-79,20.0,0.0
25 OUT 2021,80+,27.0,5.0
26 OUT 2021,0-9,103.0,0.0
26 OUT 2021,10-19,60.0,0.0
26 OUT 2021,20-29,112.0,0.0
26 OUT 2021,30-39,128.0,0.0
26 OUT 2021,40-49,129.0,0.0
26 OUT 2021,50-59,85.0,0.0
26 OUT 2021,60-69,71.0,0.0
26 OUT 2021,70-79,61.0,0.0
26 OUT 2021,80+,82.0,3.0
27 OUT 2021,0-9,98.0,0.0
27 OUT 2021,10-19,106.0,0.0
27 OUT 2021,20-29,145.0,0.0
27 OUT 2021,30-39,127.0,0.0
27 OUT 2021,40-49,130.0,0.0
27 OUT 2021,50-59,137.0,0.0
27 OUT 2021,60-69,80.0,0.0
27 OUT 2021,70-79,68.0,1.0
27 OUT 2021,80+,75.0,2.0
28 OUT 2021,0-9,89.0,0.0
28 OUT 2021,10-19,78.0,0.0
28 OUT 2021,20-29,157.0,0.0
28 OUT 2021,30-39,126.0,0.0
28 OUT 2021,40-49,137.0,0.0
28 OUT 2021,50-59,112.0,0.0
28 OUT 2021,60-69,82.0,1.0
28 OUT 2021,70-79,64.0,1.0
28 OUT 2021,80+,41.0,3.0
29 OUT 2021,0-9,80.0,0.0
29 OUT 2021,10-19,89.0,0.0
29 OUT 2021,20-29,142.0,0.0
29 OUT 2021,30-39,120.0,0.0
29 OUT 2021,40-49,98.0,0.0
29 OUT 2021,50-59,119.0,0.0
29 OUT 2021,60-69,72.0,0.0
29 OUT 2021,70-79,56.0,0.0
29 OUT 2021,80+,67.0,4.0
30 OUT 2021,0-9,78.0,0.0
30 OUT 2021,10-19,81.0,0.0
30 OUT 2021,20-29,154.0,0.0
30 OUT 2021,30-39,136.0,0.0
30 OUT 2021,40-49,153.0,0.0
30 OUT 2021,50-59,119.0,0.0
30 OUT 2021,60-69,84.0,0.0
30 OUT 2021,70-79,46.0,0.0
30 OUT 2021,80+,61.0,3.0
31 OUT 2021,0-9,81.0,0.0
31 OUT 2021,10-19,78.0,0.0
31 OUT 2021,20-29,118.0,0.0
31 OUT 2021,30-39,101.0,0.0
31 OUT 2021,40-49,103.0,0.0
31 OUT 2021,50-59,98.0,0.0
31 OUT 2021,60-69,75.0,0.0
31 OUT 2021,70-79,59.0,0.0
31 OUT 2021,80+,49.0,1.0
01 NOV 2021,0-9,65.0,0.0
01 NOV 2021,10-19,46.0,0.0
01 NOV 2021,20-29,77.0,0.0
01 NOV 2021,30-39,67.0,0.0
01 NOV 2021,40-49,74.0,0.0
01 NOV 2021,50-59,54.0,0.0
01 NOV 2021,60-69,38.0,0.0
01 NOV 2021,70-79,41.0,0.0
01 NOV 2021,80+,29.0,5.0
02 NOV 2021,0-9,55.0,0.0
02 NOV 2021,10-19,31.0,0.0
02 NOV 2021,20-29,72.0,0.0
02 NOV 2021,30-39,66.0,0.0
02 NOV 2021,40-49,63.0,0.0
02 NOV 2021,50-59,54.0,0.0
02 NOV 2021,60-69,54.0,0.0
02 NOV 2021,70-79,28.0,0.0
02 NOV 2021,80+,28.0,9.0
03 NOV 2021,0-9,84.0,0.0
03 NOV 2021,10-19,97.0,0.0
03 NOV 2021,20-29,168.0,0.0
03 NOV 2021,30-39,156.0,0.0
03 NOV 2021,40-49,156.0,1.0
03 NOV 2021,50-59,130.0,0.0
03 NOV 2021,60-69,120.0,1.0
03 NOV 2021,70-79,81.0,3.0
03 NOV 2021,80+,78.0,4.0
04 NOV 2021,0-9,171.0,0.0
04 NOV 2021,10-19,146.0,0.0
04 NOV 2021,20-29,218.0,0.0
04 NOV 2021,30-39,169.0,0.0
04 NOV 2021,40-49,234.0,0.0
04 NOV 2021,50-59,174.0,0.0
04 NOV 2021,60-69,116.0,0.0
04 NOV 2021,70-79,89.0,2.0
04 NOV 2021,80+,65.0,2.0
05 NOV 2021,0-9,148.0,0.0
05 NOV 2021,10-19,133.0,0.0
05 NOV 2021,20-29,186.0,0.0
05 NOV 2021,30-39,195.0,0.0
05 NOV 2021,40-49,198.0,0.0
05 NOV 2021,50-59,160.0,0.0
05 NOV 2021,60-69,127.0,2.0
05 NOV 2021,70-79,78.0,4.0
05 NOV 2021,80+,64.0,3.0
06 NOV 2021,0-9,137.0,0.0
06 NOV 2021,10-19,120.0,0.0
06 NOV 2021,20-29,187.0,0.0
06 NOV 2021,30-39,155.0,0.0
06 NOV 2021,40-49,195.0,0.0
06 NOV 2021,50-59,137.0,0.0
06 NOV 2021,60-69,109.0,0.0
06 NOV 2021,70-79,79.0,4.0
06 NOV 2021,80+,75.0,1.0
07 NOV 2021,0-9,101.0,0.0
07 NOV 2021,10-19,117.0,0.0
07 NOV 2021,20-29,159.0,0.0
07 NOV 2021,30-39,130.0,0.0
07 NOV 2021,40-49,169.0,1.0
07 NOV 2021,50-59,125.0,0.0
07 NOV 2021,60-69,104.0,1.0
07 NOV 2021,70-79,80.0,0.0
07 NOV 2021,80+,37.0,3.0
08 NOV 2021,0-9,62.0,0.0
08 NOV 2021,10-19,48.0,0.0
08 NOV 2021,20-29,82.0,0.0
08 NOV 2021,30-39,76.0,0.0
08 NOV 2021,40-49,79.0,0.0
08 NOV 2021,50-59,59.0,0.0
08 NOV 2021,60-69,69.0,1.0
08 NOV 2021,70-79,55.0,1.0
08 NOV 2021,80+,36.0,4.0
09 NOV 2021,0-9,142.0,0.0
09 NOV 2021,10-19,103.0,0.0
09 NOV 2021,20-29,210.0,0.0
09 NOV 2021,30-39,169.0,0.0
09 NOV 2021,40-49,181.0,0.0
09 NOV 2021,50-59,143.0,0.0
09 NOV 2021,60-69,112.0,1.0
09 NOV 2021,70-79,83.0,0.0
09 NOV 2021,80+,37.0,7.0
10 NOV 2021,0-9,219.0,0.0
10 NOV 2021,10-19,175.0,0.0
10 NOV 2021,20-29,236.0,0.0
10 NOV 2021,30-39,242.0,0.0
10 NOV 2021,40-49,257.0,0.0
10 NOV 2021,50-59,181.0,0.0
10 NOV 2021,60-69,171.0,0.0
10 NOV 2021,70-79,108.0,1.0
10 NOV 2021,80+,69.0,4.0
11 NOV 2021,0-9,216.0,0.0
11 NOV 2021,10-19,135.0,0.0
11 NOV 2021,20-29,205.0,0.0
11 NOV 2021,30-39,200.0,0.0
11 NOV 2021,40-49,229.0,0.0
11 NOV 2021,50-59,165.0,0.0
11 NOV 2021,60-69,146.0,1.0
11 NOV 2021,70-79,115.0,3.0
11 NOV 2021,80+,67.0,5.0
12 NOV 2021,0-9,224.0,0.0
12 NOV 2021,10-19,173.0,0.0
12 NOV 2021,20-29,268.0,0.0
12 NOV 2021,30-39,245.0,0.0
12 NOV 2021,40-49,262.0,0.0
12 NOV 2021,50-59,220.0,1.0
12 NOV 2021,60-69,172.0,0.0
12 NOV 2021,70-79,124.0,1.0
12 NOV 2021,80+,61.0,1.0
13 NOV 2021,0-9,249.0,0.0
13 NOV 2021,10-19,169.0,0.0
13 NOV 2021,20-29,235.0,0.0
13 NOV 2021,30-39,214.0,0.0
13 NOV 2021,40-49,280.0,0.0
13 NOV 2021,50-59,244.0,0.0
13 NOV 2021,60-69,202.0,1.0
13 NOV 2021,70-79,133.0,0.0
13 NOV 2021,80+,80.0,7.0
14 NOV 2021,0-9,177.0,0.0
14 NOV 2021,10-19,150.0,0.0
14 NOV 2021,20-29,200.0,0.0
14 NOV 2021,30-39,218.0,0.0
14 NOV 2021,40-49,225.0,0.0
14 NOV 2021,50-59,196.0,0.0
14 NOV 2021,60-69,148.0,4.0
14 NOV 2021,70-79,100.0,3.0
14 NOV 2021,80+,68.0,8.0
15 NOV 2021,0-9,121.0,0.0
15 NOV 2021,10-19,82.0,0.0
15 NOV 2021,20-29,147.0,0.0
15 NOV 2021,30-39,136.0,0.0
15 NOV 2021,40-49,166.0,0.0
15 NOV 2021,50-59,132.0,0.0
15 NOV 2021,60-69,100.0,0.0
15 NOV 2021,70-79,67.0,2.0
15 NOV 2021,80+,24.0,6.0
16 NOV 2021,0-9,219.0,0.0
16 NOV 2021,10-19,154.0,0.0
16 NOV 2021,20-29,227.0,0.0
16 NOV 2021,30-39,243.0,0.0
16 NOV 2021,40-49,274.0,0.0
16 NOV 2021,50-59,196.0,0.0
16 NOV 2021,60-69,180.0,2.0
16 NOV 2021,70-79,143.0,1.0
16 NOV 2021,80+,52.0,6.0
17 NOV 2021,0-9,301.0,0.0
17 NOV 2021,10-19,238.0,0.0
17 NOV 2021,20-29,360.0,0.0
17 NOV 2021,30-39,373.0,0.0
17 NOV 2021,40-49,399.0,0.0
17 NOV 2021,50-59,355.0,0.0
17 NOV 2021,60-69,241.0,1.0
17 NOV 2021,70-79,179.0,4.0
17 NOV 2021,80+,79.0,4.0
18 NOV 2021,0-9,324.0,0.0
18 NOV 2021,10-19,221.0,0.0
18 NOV 2021,20-29,291.0,0.0
18 NOV 2021,30-39,337.0,0.0
18 NOV 2021,40-49,373.0,0.0
18 NOV 2021,50-59,310.0,0.0
18 NOV 2021,60-69,256.0,1.0
18 NOV 2021,70-79,218.0,3.0
18 NOV 2021,80+,70.0,8.0
19 NOV 2021,0-9,326.0,0.0
19 NOV 2021,10-19,201.0,0.0
19 NOV 2021,20-29,350.0,0.0
19 NOV 2021,30-39,319.0,0.0
19 NOV 2021,40-49,394.0,0.0
19 NOV 2021,50-59,286.0,0.0
19 NOV 2021,60-69,217.0,0.0
19 NOV 2021,70-79,200.0,2.0
19 NOV 2021,80+,79.0,3.0
20 NOV 2021,0-9,286.0,0.0
20 NOV 2021,10-19,249.0,0.0
20 NOV 2021,20-29,327.0,0.0
20 NOV 2021,30-39,301.0,0.0
20 NOV 2021,40-49,388.0,0.0
20 NOV 2021,50-59,265.0,0.0
20 NOV 2021,60-69,244.0,1.0
20 NOV 2021,70-79,197.0,3.0
20 NOV 2021,80+,73.0,6.0
21 NOV 2021,0-9,317.0,0.0
21 NOV 2021,10-19,250.0,0.0
21 NOV 2021,20-29,304.0,0.0
21 NOV 2021,30-39,320.0,0.0
21 NOV 2021,40-49,409.0,0.0
21 NOV 2021,50-59,306.0,1.0
21 NOV 2021,60-69,307.0,2.0
21 NOV 2021,70-79,207.0,1.0
21 NOV 2021,80+,81.0,7.0
22 NOV 2021,0-9,241.0,0.0
22 NOV 2021,10-19,172.0,0.0
22 NOV 2021,20-29,177.0,0.0
22 NOV 2021,30-39,168.0,0.0
22 NOV 2021,40-49,250.0,1.0
22 NOV 2021,50-59,185.0,3.0
22 NOV 2021,60-69,131.0,1.0
22 NOV 2021,70-79,87.0,2.0
22 NOV 2021,80+,62.0,11.0
23 NOV 2021,0-9,286.0,0.0
23 NOV 2021,10-19,226.0,0.0
23 NOV 2021,20-29,314.0,0.0
23 NOV 2021,30-39,348.0,0.0
23 NOV 2021,40-49,448.0,0.0
23 NOV 2021,50-59,378.0,1.0
23 NOV 2021,60-69,270.0,2.0
23 NOV 2021,70-79,201.0,7.0
23 NOV 2021,80+,84.0,4.0
24 NOV 2021,0-9,485.0,0.0
24 NOV 2021,10-19,396.0,0.0
24 NOV 2021,20-29,490.0,0.0
24 NOV 2021,30-39,488.0,0.0
24 NOV 2021,40-49,645.0,0.0
24 NOV 2021,50-59,508.0,0.0
24 NOV 2021,60-69,402.0,3.0
24 NOV 2021,70-79,248.0,4.0
24 NOV 2021,80+,116.0,10.0
25 NOV 2021,0-9,457.0,0.0
25 NOV 2021,10-19,323.0,0.0
25 NOV 2021,20-29,413.0,0.0
25 NOV 2021,30-39,403.0,0.0
25 NOV 2021,40-49,487.0,0.0
25 NOV 2021,50-59,372.0,0.0
25 NOV 2021,60-69,368.0,0.0
25 NOV 2021,70-79,238.0,8.0
25 NOV 2021,80+,84.0,7.0
26 NOV 2021,0-9,418.0,0.0
26 NOV 2021,10-19,346.0,0.0
26 NOV 2021,20-29,443.0,0.0
26 NOV 2021,30-39,434.0,0.0
26 NOV 2021,40-49,527.0,0.0
26 NOV 2021,50-59,391.0,0.0
26 NOV 2021,60-69,349.0,0.0
26 NOV 2021,70-79,207.0,2.0
26 NOV 2021,80+,83.0,6.0
27 NOV 2021,0-9,454.0,0.0
27 NOV 2021,10-19,334.0,0.0
27 NOV 2021,20-29,465.0,0.0
27 NOV 2021,30-39,476.0,0.0
27 NOV 2021,40-49,497.0,1.0
27 NOV 2021,50-59,420.0,0.0
27 NOV 2021,60-69,359.0,1.0
27 NOV 2021,70-79,238.0,4.0
27 NOV 2021,80+,119.0,6.0
28 NOV 2021,0-9,425.0,0.0
28 NOV 2021,10-19,334.0,0.0
28 NOV 2021,20-29,413.0,0.0
28 NOV 2021,30-39,389.0,0.0
28 NOV 2021,40-49,478.0,0.0
28 NOV 2021,50-59,346.0,1.0
28 NOV 2021,60-69,298.0,2.0
28 NOV 2021,70-79,145.0,3.0
28 NOV 2021,80+,68.0,6.0
29 NOV 2021,0-9,229.0,0.0
29 NOV 2021,10-19,156.0,0.0
29 NOV 2021,20-29,189.0,0.0
29 NOV 2021,30-39,279.0,0.0
29 NOV 2021,40-49,275.0,0.0
29 NOV 2021,50-59,202.0,1.0
29 NOV 2021,60-69,161.0,2.0
29 NOV 2021,70-79,98.0,2.0
29 NOV 2021,80+,45.0,8.0
30 NOV 2021,0-9,330.0,0.0
30 NOV 2021,10-19,292.0,0.0
30 NOV 2021,20-29,385.0,0.0
30 NOV 2021,30-39,414.0,0.0
30 NOV 2021,40-49,476.0,0.0
30 NOV 2021,50-59,409.0,1.0
30 NOV 2021,60-69,294.0,1.0
30 NOV 2021,70-79,220.0,4.0
30 NOV 2021,80+,78.0,5.0
01 DEZ 2021,0-9,623.0,0.0
01 DEZ 2021,10-19,481.0,0.0
01 DEZ 2021,20-29,585.0,0.0
01 DEZ 2021,30-39,699.0,0.0
01 DEZ 2021,40-49,785.0,0.0
01 DEZ 2021,50-59,620.0,1.0
01 DEZ 2021,60-69,483.0,1.0
01 DEZ 2021,70-79,278.0,7.0
01 DEZ 2021,80+,113.0,8.0
02 DEZ 2021,0-9,396.0,0.0
02 DEZ 2021,10-19,321.0,0.0
02 DEZ 2021,20-29,378.0,0.0
02 DEZ 2021,30-39,452.0,0.0
02 DEZ 2021,40-49,474.0,0.0
02 DEZ 2021,50-59,377.0,1.0
02 DEZ 2021,60-69,259.0,0.0
02 DEZ 2021,70-79,162.0,5.0
02 DEZ 2021,80+,79.0,7.0
03 DEZ 2021,0-9,258.0,0.0
03 DEZ 2021,10-19,242.0,0.0
03 DEZ 2021,20-29,343.0,0.0
03 DEZ 2021,30-39,387.0,0.0
03 DEZ 2021,40-49,428.0,0.0
03 DEZ 2021,50-59,334.0,0.0
03 DEZ 2021,60-69,282.0,3.0
03 DEZ 2021,70-79,183.0,3.0
03 DEZ 2021,80+,74.0,15.0
04 DEZ 2021,0-9,639.0,0.0
04 DEZ 2021,10-19,621.0,0.0
04 DEZ 2021,20-29,823.0,0.0
04 DEZ 2021,30-39,806.0,0.0
04 DEZ 2021,40-49,996.0,0.0
04 DEZ 2021,50-59,766.0,1.0
04 DEZ 2021,60-69,567.0,4.0
04 DEZ 2021,70-79,329.0,8.0
04 DEZ 2021,80+,101.0,9.0
05 DEZ 2021,0-9,522.0,0.0
05 DEZ 2021,10-19,429.0,0.0
05 DEZ 2021,20-29,505.0,0.0
05 DEZ 2021,30-39,488.0,0.0
05 DEZ 2021,40-49,720.0,0.0
05 DEZ 2021,50-59,457.0,1.0
05 DEZ 2021,60-69,395.0,2.0
05 DEZ 2021,70-79,181.0,3.0
05 DEZ 2021,80+,85.0,17.0
06 DEZ 2021,0-9,307.0,0.0
06 DEZ 2021,10-19,251.0,0.0
06 DEZ 2021,20-29,314.0,0.0
06 DEZ 2021,30-39,334.0,0.0
06 DEZ 2021,40-49,403.0,0.0
06 DEZ 2021,50-59,272.0,0.0
06 DEZ 2021,60-69,188.0,0.0
06 DEZ 2021,70-79,107.0,6.0
06 DEZ 2021,80+,38.0,8.0
07 DEZ 2021,0-9,400.0,0.0
07 DEZ 2021,10-19,333.0,0.0
07 DEZ 2021,20-29,489.0,0.0
07 DEZ 2021,30-39,521.0,0.0
07 DEZ 2021,40-49,592.0,0.0
07 DEZ 2021,50-59,439.0,0.0
07 DEZ 2021,60-69,383.0,2.0
07 DEZ 2021,70-79,200.0,6.0
07 DEZ 2021,80+,58.0,13.0
08 DEZ 2021,0-9,621.0,0.0
08 DEZ 2021,10-19,571.0,0.0
08 DEZ 2021,20-29,793.0,0.0
08 DEZ 2021,30-39,788.0,0.0
08 DEZ 2021,40-49,899.0,0.0
08 DEZ 2021,50-59,676.0,0.0
08 DEZ 2021,60-69,552.0,1.0
08 DEZ 2021,70-79,287.0,5.0
08 DEZ 2021,80+,92.0,9.0
09 DEZ 2021,0-9,462.0,0.0
09 DEZ 2021,10-19,406.0,0.0
09 DEZ 2021,20-29,591.0,0.0
09 DEZ 2021,30-39,562.0,0.0
09 DEZ 2021,40-49,538.0,0.0
09 DEZ 2021,50-59,436.0,0.0
09 DEZ 2021,60-69,343.0,4.0
09 DEZ 2021,70-79,171.0,5.0
09 DEZ 2021,80+,80.0,14.0
10 DEZ 2021,0-9,420.0,0.0
10 DEZ 2021,10-19,391.0,0.0
10 DEZ 2021,20-29,574.0,0.0
10 DEZ 2021,30-39,596.0,0.0
10 DEZ 2021,40-49,613.0,1.0
10 DEZ 2021,50-59,506.0,1.0
10 DEZ 2021,60-69,380.0,2.0
10 DEZ 2021,70-79,206.0,5.0
10 DEZ 2021,80+,55.0,7.0
11 DEZ 2021,0-9,664.0,0.0
11 DEZ 2021,10-19,613.0,0.0
11 DEZ 2021,20-29,764.0,0.0
11 DEZ 2021,30-39,820.0,0.0
11 DEZ 2021,40-49,965.0,0.0
11 DEZ 2021,50-59,671.0,1.0
11 DEZ 2021,60-69,529.0,1.0
11 DEZ 2021,70-79,247.0,4.0
